OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime
5369,30,Good,Ozone 8-hr,17,Maple,Heavy,2010/03/12 06:00:00+00
5370,36,Good,Ozone 8-hr,44,Maple,Extremely Heavy,2010/03/11 06:00:00+00
5371,53,Moderate,PM2.5,8,Maple,Moderate,2010/03/10 06:00:00+00
5372,60,Moderate,PM2.5,11,Maple,Moderate,2010/03/09 06:00:00+00
5373,52,Moderate,PM2.5,5,Maple,Slight,2010/03/08 06:00:00+00
5374,42,Good,PM2.5,,,Not on file,2010/03/07 06:00:00+00
5375,35,Good,Ozone 8-hr,,,Not on file,2010/03/06 06:00:00+00
5376,31,Good,PM2.5,5,Maple,Slight,2010/03/05 06:00:00+00
5377,40,Good,PM2.5,1,Maple,Slight,2010/03/04 06:00:00+00
5378,30,Good,PM2.5,3,Maple,Slight,2010/03/03 06:00:00+00
5379,40,Good,PM2.5,13,Maple,Moderate,2010/03/02 06:00:00+00
5380,31,Good,Ozone 8-hr,1,Maple,Slight,2010/03/01 06:00:00+00
5381,33,Good,Ozone 8-hr,,,Not on file,2010/02/28 06:00:00+00
5382,35,Good,PM2.5,,,Not on file,2010/02/27 06:00:00+00
5383,29,Good,PM2.5,,,Not on file,2010/02/26 06:00:00+00
5384,36,Good,PM2.5,,,Not on file,2010/02/25 06:00:00+00
5385,49,Good,PM2.5,,,Not on file,2010/02/24 06:00:00+00
5386,34,Good,PM2.5,,,Not on file,2010/02/23 06:00:00+00
5387,42,Good,PM2.5,,,Not on file,2010/02/22 06:00:00+00
5388,43,Good,PM2.5,,,Not on file,2010/02/21 06:00:00+00
5389,41,Good,PM2.5,,,Not on file,2010/02/20 06:00:00+00
5390,26,Good,PM2.5,,,Not on file,2010/02/19 06:00:00+00
5391,24,Good,PM2.5,,,Not on file,2010/02/18 06:00:00+00
5392,21,Good,PM2.5,,,Not on file,2010/02/17 06:00:00+00
5393,27,Good,PM2.5,,,Not on file,2010/02/16 06:00:00+00
5394,43,Good,PM2.5,,,Not on file,2010/02/15 06:00:00+00
5395,41,Good,PM2.5,,,Not on file,2010/02/14 06:00:00+00
5396,34,Good,PM2.5,,,Not on file,2010/02/13 06:00:00+00
5397,25,Good,PM2.5,,,Not on file,2010/02/12 06:00:00+00
5398,26,Good,PM2.5,,,Not on file,2010/02/11 06:00:00+00
5399,33,Good,PM2.5,,,Not on file,2010/02/10 06:00:00+00
5400,38,Good,PM2.5,,,Not on file,2010/02/09 06:00:00+00
5401,29,Good,PM2.5,,,Not on file,2010/02/08 06:00:00+00
5402,33,Good,PM2.5,,,Not on file,2010/02/07 06:00:00+00
5403,11,Good,PM2.5,,,Not on file,2010/02/06 06:00:00+00
5404,39,Good,PM2.5,,,Not on file,2010/02/05 06:00:00+00
5405,36,Good,PM2.5,,,Not on file,2010/02/04 06:00:00+00
5406,51,Moderate,PM2.5,,,Not on file,2010/02/03 06:00:00+00
5407,54,Moderate,PM2.5,,,Not on file,2010/02/02 06:00:00+00
5408,47,Good,PM2.5,,,Not on file,2010/02/01 06:00:00+00
5409,31,Good,PM2.5,,,Not on file,2010/01/31 06:00:00+00
5410,18,Good,PM2.5,,,Not on file,2010/01/30 06:00:00+00
5411,27,Good,PM2.5,,,Not on file,2010/01/29 06:00:00+00
5412,37,Good,PM2.5,,,Not on file,2010/01/28 06:00:00+00
5413,24,Good,PM2.5,,,Not on file,2010/01/27 06:00:00+00
5414,19,Good,PM2.5,,,Not on file,2010/01/26 06:00:00+00
5415,14,Good,PM2.5,,,Not on file,2010/01/25 06:00:00+00
5416,26,Good,PM2.5,,,Not on file,2010/01/24 06:00:00+00
5417,24,Good,PM2.5,,,Not on file,2010/01/23 06:00:00+00
5418,31,Good,PM2.5,,,Not on file,2010/01/22 06:00:00+00
5419,31,Good,PM2.5,,,Not on file,2010/01/21 06:00:00+00
5420,44,Good,PM2.5,,,Not on file,2010/01/20 06:00:00+00
5421,40,Good,PM2.5,,,Not on file,2010/01/19 06:00:00+00
5422,25,Good,PM2.5,,,Not on file,2010/01/18 06:00:00+00
5423,57,Moderate,PM2.5,,,Not on file,2010/01/17 06:00:00+00
5424,57,Moderate,PM2.5,,,Not on file,2010/01/16 06:00:00+00
5425,55,Moderate,PM2.5,,,Not on file,2010/01/15 06:00:00+00
5426,55,Moderate,PM2.5,,,Not on file,2010/01/14 06:00:00+00
5427,40,Good,PM2.5,,,Not on file,2010/01/13 06:00:00+00
5428,34,Good,PM2.5,,,Not on file,2010/01/12 06:00:00+00
5429,33,Good,PM2.5,,,Not on file,2010/01/11 06:00:00+00
5430,29,Good,PM2.5,,,Not on file,2010/01/10 06:00:00+00
5431,29,Good,PM2.5,,,Not on file,2010/01/09 06:00:00+00
5432,36,Good,PM2.5,,,Not on file,2010/01/08 06:00:00+00
5433,34,Good,PM2.5,,,Not on file,2010/01/07 06:00:00+00
5434,29,Good,PM2.5,,,Not on file,2010/01/06 06:00:00+00
5435,25,Good,PM2.5,,,Not on file,2010/01/05 06:00:00+00
5436,24,Good,PM2.5,,,Not on file,2010/01/04 06:00:00+00
5437,20,Good,PM2.5,,,Not on file,2010/01/03 06:00:00+00
5438,20,Good,PM2.5,,,Not on file,2010/01/02 06:00:00+00
5439,34,Good,PM2.5,,,Not on file,2010/01/01 06:00:00+00
5440,23,Good,PM2.5,,,Not on file,2010/01/01 06:00:00+00
5441,34,Good,PM2.5,,,Not on file,2009/12/31 06:00:00+00
5442,27,Good,PM2.5,,,Not on file,2009/12/30 06:00:00+00
5443,26,Good,PM2.5,,,Not on file,2009/12/29 06:00:00+00
5444,25,Good,PM2.5,,,Not on file,2009/12/28 06:00:00+00
5445,31,Good,PM2.5,,,Not on file,2009/12/27 06:00:00+00
5446,23,Good,PM2.5,,,Not on file,2009/12/26 06:00:00+00
5447,34,Good,PM2.5,,,Not on file,2009/12/25 06:00:00+00
5448,42,Good,PM2.5,,,Not on file,2009/12/24 06:00:00+00
5449,43,Good,PM2.5,,,Not on file,2009/12/23 06:00:00+00
5450,54,Moderate,PM2.5,,,Not on file,2009/12/22 06:00:00+00
5451,44,Good,PM2.5,,,Not on file,2009/12/21 06:00:00+00
5452,31,Good,PM2.5,,,Not on file,2009/12/20 06:00:00+00
5453,31,Good,PM2.5,,,Not on file,2009/12/19 06:00:00+00
5454,33,Good,PM2.5,,,Not on file,2009/12/18 06:00:00+00
5455,35,Good,PM2.5,,,Not on file,2009/12/17 06:00:00+00
5456,38,Good,PM2.5,,,Not on file,2009/12/16 06:00:00+00
5457,30,Good,PM2.5,,,Not on file,2009/12/15 06:00:00+00
5458,17,Good,PM2.5,,,Not on file,2009/12/14 06:00:00+00
5459,26,Good,PM2.5,,,Not on file,2009/12/13 06:00:00+00
5460,34,Good,PM2.5,,,Not on file,2009/12/12 06:00:00+00
5461,23,Good,PM2.5,,,Not on file,2009/12/11 06:00:00+00
5462,25,Good,PM2.5,,,Not on file,2009/12/10 06:00:00+00
5463,23,Good,PM2.5,,,Not on file,2009/12/09 06:00:00+00
5464,39,Good,PM2.5,,,Not on file,2009/12/08 06:00:00+00
5465,43,Good,PM2.5,,,Not on file,2009/12/07 06:00:00+00
5466,38,Good,PM2.5,,,Not on file,2009/12/06 06:00:00+00
5467,34,Good,PM2.5,,,Not on file,2009/12/05 06:00:00+00
5468,43,Good,PM2.5,,,Not on file,2009/12/04 06:00:00+00
5469,15,Good,PM2.5,,,Not on file,2009/12/03 06:00:00+00
5470,36,Good,PM2.5,,,Not on file,2009/12/02 06:00:00+00
5471,32,Good,PM2.5,,,Not on file,2009/12/01 06:00:00+00
5472,35,Good,PM2.5,,,Not on file,2009/11/30 06:00:00+00
5473,40,Good,PM2.5,,,Not on file,2009/11/29 06:00:00+00
5474,30,Good,PM2.5,,,Not on file,2009/11/28 06:00:00+00
5475,21,Good,PM2.5,,,Not on file,2009/11/27 06:00:00+00
5476,21,Good,PM2.5,,,Not on file,2009/11/26 06:00:00+00
5477,36,Good,PM2.5,,,Not on file,2009/11/25 06:00:00+00
5478,27,Good,PM2.5,,,Not on file,2009/11/24 06:00:00+00
5479,44,Good,PM2.5,,,Not on file,2009/11/23 06:00:00+00
5480,56,Moderate,PM2.5,,,Not on file,2009/11/22 06:00:00+00
5481,53,Moderate,PM2.5,,,Not on file,2009/11/21 06:00:00+00
5482,31,Good,PM2.5,,,Not on file,2009/11/20 06:00:00+00
5483,20,Good,PM2.5,,,Not on file,2009/11/19 06:00:00+00
5484,,Not on file,,,,Not on file,2009/11/19 06:00:00+00
5485,24,Good,PM2.5,,,Not on file,2009/11/18 06:00:00+00
5486,59,Moderate,PM2.5,,,Not on file,2009/11/17 06:00:00+00
5487,62,Moderate,PM2.5,,,Not on file,2009/11/16 06:00:00+00
5488,53,Moderate,PM2.5,,,Not on file,2009/11/15 06:00:00+00
5489,35,Good,PM2.5,,,Not on file,2009/11/14 06:00:00+00
5490,20,Good,PM2.5,,,Not on file,2009/11/13 06:00:00+00
5491,44,Good,PM2.5,,,Not on file,2009/11/12 06:00:00+00
5492,55,Moderate,PM2.5,,,Not on file,2009/11/11 06:00:00+00
5493,61,Moderate,PM2.5,,,Not on file,2009/11/10 06:00:00+00
5494,57,Moderate,PM2.5,,,Not on file,2009/11/09 06:00:00+00
5495,48,Good,PM2.5,,,Not on file,2009/11/08 06:00:00+00
5496,40,Good,PM2.5,,,Not on file,2009/11/07 06:00:00+00
5497,32,Good,PM2.5,,,Not on file,2009/11/06 06:00:00+00
5498,43,Good,PM2.5,,,Not on file,2009/11/05 06:00:00+00
5499,32,Good,PM2.5,,,Not on file,2009/11/04 06:00:00+00
5500,40,Good,PM2.5,,,Not on file,2009/11/03 06:00:00+00
5501,34,Good,PM2.5,,,Not on file,2009/11/03 06:00:00+00
5502,34,Good,PM2.5,,,Not on file,2009/11/02 06:00:00+00
5503,25,Good,PM2.5,,,Not on file,2009/11/01 05:00:00+00
5504,44,Good,PM2.5,,,Not on file,2009/10/31 05:00:00+00
5505,27,Good,PM2.5,1,Ragweed,Slight,2009/10/30 05:00:00+00
5506,21,Good,PM2.5,1,Ragweed,Slight,2009/10/29 05:00:00+00
5507,33,Good,PM2.5,1,Ragweed,Slight,2009/10/28 05:00:00+00
5508,35,Good,PM2.5,1,Ragweed,Slight,2009/10/27 05:00:00+00
5509,32,Good,PM2.5,1,Ragweed,Slight,2009/10/26 05:00:00+00
5510,21,Good,Ozone 8-hr,,,Not on file,2009/10/25 05:00:00+00
5511,22,Good,Ozone 8-hr,,,Not on file,2009/10/24 05:00:00+00
5512,44,Good,PM2.5,1,Ragweed,Slight,2009/10/23 05:00:00+00
5513,52,Moderate,PM2.5,2,Ragweed,Slight,2009/10/22 05:00:00+00
5514,38,Good,PM2.5,1,Ragweed,Slight,2009/10/21 05:00:00+00
5515,33,Good,PM2.5,1,Ragweed,Slight,2009/10/20 05:00:00+00
5516,34,Good,PM2.5,3,Grass, Ragweed,2009/10/19 05:00:00+00
5517,24,Good,PM2.5,,,Not on file,2009/10/18 05:00:00+00
5518,25,Good,PM2.5,,,Not on file,2009/10/17 05:00:00+00
5519,19,Good,PM2.5,2,Grass, Ragweed,2009/10/16 05:00:00+00
5520,27,Good,PM2.5,1,Grass, Ragweed,2009/10/15 05:00:00+00
5521,41,Good,PM2.5,3,Grass, Ragweed,2009/10/14 05:00:00+00
5522,33,Good,PM2.5,1,Grass, Ragweed,2009/10/13 05:00:00+00
5523,28,Good,PM2.5,3,Grass, Ragweed,2009/10/12 05:00:00+00
5524,19,Good,PM2.5,,,Not on file,2009/10/11 05:00:00+00
5525,27,Good,PM2.5,,,Not on file,2009/10/10 05:00:00+00
5526,45,Good,PM2.5,7,Grass, Ragweed,2009/10/09 05:00:00+00
5527,21,Good,PM2.5,2,Grass, Ragweed,2009/10/08 05:00:00+00
5528,28,Good,PM2.5,5,Grass, Ragweed,2009/10/07 05:00:00+00
5529,23,Good,PM2.5,3,Grass, Ragweed,2009/10/06 05:00:00+00
5530,31,Good,PM2.5,2,Grass, Ragweed,2009/10/05 05:00:00+00
5531,35,Good,PM2.5,,,Not on file,2009/10/04 05:00:00+00
5532,33,Good,PM2.5,,,Not on file,2009/10/03 05:00:00+00
5533,41,Good,PM2.5,7,Grass, Ragweed,2009/10/02 05:00:00+00
5534,45,Good,PM2.5,6,Grass, Ragweed,2009/10/01 05:00:00+00
5535,27,Good,PM2.5,5,Grass, Ragweed,2009/09/30 05:00:00+00
5536,33,Good,PM2.5,9,Grass, Ragweed,2009/09/29 05:00:00+00
5537,31,Good,Ozone 8-hr,5,Grass, Ragweed,2009/09/28 05:00:00+00
5538,21,Good,Ozone 8-hr,,,Not on file,2009/09/27 05:00:00+00
5539,36,Good,PM2.5,,,Not on file,2009/09/26 05:00:00+00
5540,49,Good,PM2.5,26,Grass, Ragweed,2009/09/25 05:00:00+00
5541,26,Good,PM2.5,19,Grass, Ragweed,2009/09/24 05:00:00+00
5542,35,Good,PM2.5,2,Grass, Ragweed,2009/09/23 05:00:00+00
5543,26,Good,PM2.5,5,Grass, Ragweed,2009/09/22 05:00:00+00
5544,34,Good,PM2.5,3,Grass, Ragweed,2009/09/21 05:00:00+00
5545,28,Good,PM2.5,,,Not on file,2009/09/20 05:00:00+00
5546,32,Good,PM2.5,,,Not on file,2009/09/19 05:00:00+00
5547,21,Good,PM2.5,7,Grass, Ragweed,2009/09/18 05:00:00+00
5548,32,Good,PM2.5,5,Grass, Ragweed,2009/09/17 05:00:00+00
5549,37,Good,PM2.5,10,Grass, Ragweed,2009/09/16 05:00:00+00
5550,47,Good,PM2.5,8,Grass, Ragweed,2009/09/15 05:00:00+00
5551,46,Good,PM2.5,45,Grass, Ragweed,2009/09/14 05:00:00+00
5552,49,Good,PM2.5,,,Not on file,2009/09/13 05:00:00+00
5553,56,Moderate,PM2.5,,,Not on file,2009/09/12 05:00:00+00
5554,59,Moderate,PM2.5,37,Grass, Ragweed,2009/09/11 05:00:00+00
5555,64,Moderate,PM2.5,29,Grass, Ragweed,2009/09/10 05:00:00+00
5556,47,Good,PM2.5,27,Grass, Ragweed,2009/09/09 05:00:00+00
5557,39,Good,PM2.5,12,Grass, Ragweed,2009/09/08 05:00:00+00
5558,55,Moderate,PM2.5,,,Not on file,2009/09/07 05:00:00+00
5559,59,Moderate,PM2.5,,,Not on file,2009/09/06 05:00:00+00
5560,48,Good,PM2.5,,,Not on file,2009/09/05 05:00:00+00
5561,42,Good,PM2.5,10,Grass, Ragweed,2009/09/04 05:00:00+00
5562,55,Moderate,PM2.5,9,Grass, Ragweed,2009/09/03 05:00:00+00
5563,42,Good,PM2.5,32,Grass, Ragweed,2009/09/02 05:00:00+00
5564,31,Good,Ozone 8-hr,29,Grass, Ragweed,2009/09/01 05:00:00+00
5565,32,Good,PM2.5,24,Grass, Ragweed,2009/08/31 05:00:00+00
5566,49,Good,PM2.5,,,Not on file,2009/08/30 05:00:00+00
5567,35,Good,PM2.5,,,Not on file,2009/08/29 05:00:00+00
5568,55,Moderate,PM2.5,8,Grass, Ragweed,2009/08/28 05:00:00+00
5569,56,Moderate,PM2.5,11,Grass, Ragweed,2009/08/27 05:00:00+00
5570,57,Moderate,PM2.5,7,Grass, Ragweed,2009/08/26 05:00:00+00
5571,31,Good,PM2.5,12,Grass, Ragweed,2009/08/25 05:00:00+00
5572,28,Good,PM2.5,13,Grass, Ragweed,2009/08/24 05:00:00+00
5573,26,Good,PM2.5,,,Not on file,2009/08/23 05:00:00+00
5574,33,Good,Ozone 8-hr,,,Not on file,2009/08/22 05:00:00+00
5575,31,Good,PM2.5,9,Grass, Ragweed,2009/08/21 05:00:00+00
5576,33,Good,PM2.5,22,Grass, Ragweed,2009/08/20 05:00:00+00
5577,24,Good,PM2.5,3,Grass, Ragweed,2009/08/19 05:00:00+00
5578,32,Good,PM2.5,5,Grass, Ragweed,2009/08/18 05:00:00+00
5579,30,Good,Ozone 8-hr,6,, Grass,2009/08/17 05:00:00+00
5580,44,Good,Ozone 8-hr,,,Not on file,2009/08/16 05:00:00+00
5581,51,Moderate,Ozone 8-hr,,,Not on file,2009/08/15 05:00:00+00
5582,48,Good,Ozone 8-hr,10,Grass, Ragweed,2009/08/14 05:00:00+00
5583,39,Good,PM2.5,3,Grass, Ragweed,2009/08/13 05:00:00+00
5584,34,Good,Ozone 8-hr,4,Grass, Ragweed,2009/08/12 05:00:00+00
5585,37,Good,PM2.5,7,Grass, Ragweed,2009/08/11 05:00:00+00
5586,52,Moderate,PM2.5,8,Grass, Ragweed,2009/08/10 05:00:00+00
5587,69,Moderate,PM2.5,,,Not on file,2009/08/09 05:00:00+00
5588,74,Moderate,PM2.5,,,Not on file,2009/08/08 05:00:00+00
5589,67,Moderate,PM2.5,6,Grass, Ragweed,2009/08/07 05:00:00+00
5590,39,Good,Ozone 8-hr,7,Grass, Ragweed,2009/08/06 05:00:00+00
5591,58,Moderate,PM2.5,19,Grass, Ragweed,2009/08/05 05:00:00+00
5592,52,Moderate,PM2.5,5,Grass, Ragweed,2009/08/04 05:00:00+00
5593,34,Good,Ozone 8-hr,3,Grass, Ragweed,2009/08/03 05:00:00+00
5594,59,Moderate,PM2.5,,,Not on file,2009/08/02 05:00:00+00
5595,46,Good,PM2.5,,,Not on file,2009/08/01 05:00:00+00
5596,44,Good,PM2.5,4,Grass, Ragweed,2009/07/31 05:00:00+00
5597,32,Good,PM2.5,33,Grass, Ragweed,2009/07/30 05:00:00+00
5598,37,Good,PM2.5,5,Grass, Ragweed,2009/07/29 05:00:00+00
5599,54,Moderate,PM2.5,7,Grass, Ragweed,2009/07/28 05:00:00+00
5600,52,Moderate,PM2.5,9,Grass, Ragweed,2009/07/27 05:00:00+00
5601,46,Good,PM2.5,,,Not on file,2009/07/26 05:00:00+00
5602,54,Moderate,PM2.5,,,Not on file,2009/07/25 05:00:00+00
5603,49,Good,PM2.5,3,Grass,Slight,2009/07/24 05:00:00+00
5604,47,Good,PM2.5,2,Grass,Slight,2009/07/23 05:00:00+00
5605,46,Good,PM2.5,9,Grass,Moderate,2009/07/22 05:00:00+00
5606,38,Good,PM2.5,38,Grass,Extremely Heavy,2009/07/21 05:00:00+00
5607,27,Good,PM2.5,1,Grass,Slight,2009/07/20 05:00:00+00
5608,29,Good,PM2.5,,,Not on file,2009/07/19 05:00:00+00
5609,32,Good,Ozone 8-hr,,,Not on file,2009/07/18 05:00:00+00
5610,31,Good,Ozone 8-hr,17,Grass,Heavy,2009/07/17 05:00:00+00
5611,49,Good,PM2.5,24,Grass,Heavy,2009/07/16 05:00:00+00
5612,44,Good,Ozone 8-hr,13,Grass,Moderate,2009/07/15 05:00:00+00
5613,35,Good,Ozone 8-hr,8,Grass,Moderate,2009/07/14 05:00:00+00
5614,52,Moderate,PM2.5,2,Grass,Slight,2009/07/13 05:00:00+00
5615,65,Moderate,PM2.5,,,Not on file,2009/07/12 05:00:00+00
5616,62,Moderate,PM2.5,,,Not on file,2009/07/11 05:00:00+00
5617,59,Moderate,PM2.5,27,Grass,Extremely Heavy,2009/07/10 05:00:00+00
5618,55,Moderate,PM2.5,8,Grass,Moderate,2009/07/09 05:00:00+00
5619,56,Moderate,PM2.5,7,Grass,Moderate,2009/07/08 05:00:00+00
5620,55,Moderate,PM2.5,5,Grass,Slight,2009/07/07 05:00:00+00
5621,34,Good,PM2.5,2,Grass,Slight,2009/07/06 05:00:00+00
5622,63,Moderate,PM2.5,,,Not on file,2009/07/05 05:00:00+00
5623,55,Moderate,PM2.5,,,Not on file,2009/07/04 05:00:00+00
5624,36,Good,PM2.5,,,Not on file,2009/07/03 05:00:00+00
5625,40,Good,PM2.5,3,Grass,Slight,2009/07/02 05:00:00+00
5626,42,Good,PM2.5,6,Grass, Pine,2009/07/01 05:00:00+00
5627,39,Good,Ozone 8-hr,2,Grass,Slight,2009/06/30 05:00:00+00
5628,40,Good,Ozone 8-hr,1,Grass,Slight,2009/06/29 05:00:00+00
5629,60,Moderate,PM2.5,,,Not on file,2009/06/28 05:00:00+00
5630,67,Moderate,PM2.5,,,Not on file,2009/06/27 05:00:00+00
5631,80,Moderate,Ozone 8-hr,2,Grass, Poplar,2009/06/26 05:00:00+00
5632,45,Good,Ozone 8-hr,5,Grass, Poplar,2009/06/25 05:00:00+00
5633,40,Good,PM2.5,2,Grass, Poplar,2009/06/24 05:00:00+00
5634,44,Good,PM2.5,4,Cedar, Grass,2009/06/23 05:00:00+00
5635,52,Moderate,PM2.5,3,Cedar, Grass,2009/06/22 05:00:00+00
5636,49,Good,PM2.5,,,Not on file,2009/06/21 05:00:00+00
5637,46,Good,PM2.5,,,Not on file,2009/06/20 05:00:00+00
5638,57,Moderate,PM2.5,7,Cedar, Grass,2009/06/19 05:00:00+00
5639,44,Good,PM2.5,2,Cedar, Grass,2009/06/18 05:00:00+00
5640,30,Good,Ozone 8-hr,2,Cedar, Grass,2009/06/17 05:00:00+00
5641,31,Good,Ozone 8-hr,3,Cedar, Grass,2009/06/16 05:00:00+00
5642,45,Good,Ozone 8-hr,2,Cedar, Grass,2009/06/15 05:00:00+00
5643,48,Good,PM2.5,,,Not on file,2009/06/14 05:00:00+00
5644,31,Good,Ozone 8-hr,,,Not on file,2009/06/13 05:00:00+00
5645,33,Good,PM2.5,3,Cedar, Grass,2009/06/12 05:00:00+00
5646,40,Good,PM2.5,4,, Grass,2009/06/11 05:00:00+00
5647,54,Moderate,PM2.5,6,, Grass,2009/06/10 05:00:00+00
5648,58,Moderate,PM2.5,9,Grass, Maple,2009/06/09 05:00:00+00
5649,65,Moderate,PM2.5,3,Grass, Maple,2009/06/08 05:00:00+00
5650,64,Moderate,Ozone 8-hr,,,Not on file,2009/06/07 05:00:00+00
5651,42,Good,Ozone 8-hr,,,Not on file,2009/06/06 05:00:00+00
5652,25,Good,PM2.5,8,Grass, Maple,2009/06/05 05:00:00+00
5653,54,Moderate,PM2.5,1,Cedar, Grass,2009/06/04 05:00:00+00
5654,52,Moderate,PM2.5,2,Grass, Oak,2009/06/03 05:00:00+00
5655,67,Moderate,Ozone 8-hr,2,Grass, Oak,2009/06/02 05:00:00+00
5656,47,Good,Ozone 8-hr,4,Cedar, Grass,2009/06/01 05:00:00+00
5657,44,Good,Ozone 8-hr,,,Not on file,2009/05/31 05:00:00+00
5658,39,Good,PM2.5,,,Not on file,2009/05/30 05:00:00+00
5659,33,Good,Ozone 8-hr,2,Grass, Maple,2009/05/29 05:00:00+00
5660,,Not on file,,,,Not on file,2009/05/29 05:00:00+00
5661,31,Good,Ozone 8-hr,3,Grass, Maple,2009/05/28 05:00:00+00
5662,30,Good,PM2.5,10,, Grass,2009/05/27 05:00:00+00
5663,27,Good,PM2.5,15,Grass, Maple,2009/05/26 05:00:00+00
5664,21,Good,PM2.5,,,Not on file,2009/05/25 05:00:00+00
5665,42,Good,PM2.5,,,Not on file,2009/05/24 05:00:00+00
5666,37,Good,PM2.5,,,Not on file,2009/05/23 05:00:00+00
5667,36,Good,Ozone 8-hr,33,, Grass,2009/05/22 05:00:00+00
5668,42,Good,Ozone 8-hr,23,Grass, Maple,2009/05/21 05:00:00+00
5669,47,Good,Ozone 8-hr,56,Grass, Pine,2009/05/20 05:00:00+00
5670,41,Good,Ozone 8-hr,44,Maple, Pine,2009/05/19 05:00:00+00
5671,36,Good,Ozone 8-hr,29,Maple, Oak,2009/05/18 05:00:00+00
5672,36,Good,PM2.5,,,Not on file,2009/05/17 05:00:00+00
5673,42,Good,PM2.5,,,Not on file,2009/05/16 05:00:00+00
5674,39,Good,PM2.5,17,Maple, Oak,2009/05/15 05:00:00+00
5675,40,Good,PM2.5,47,Maple, Oak,2009/05/14 05:00:00+00
5676,40,Good,PM2.5,51,Maple, Oak,2009/05/13 05:00:00+00
5677,38,Good,Ozone 8-hr,29,Maple, Oak,2009/05/12 05:00:00+00
5678,35,Good,Ozone 8-hr,10,Maple, Oak,2009/05/11 05:00:00+00
5679,27,Good,Ozone 8-hr,,,Not on file,2009/05/10 05:00:00+00
5680,25,Good,Ozone 8-hr,,,Not on file,2009/05/09 05:00:00+00
5681,33,Good,Ozone 8-hr,10,Maple, Oak,2009/05/08 05:00:00+00
5682,27,Good,Ozone 8-hr,1,Maple, Oak,2009/05/07 05:00:00+00
5683,47,Good,PM2.5,6,Maple, Oak,2009/05/06 05:00:00+00
5684,25,Good,Ozone 8-hr,12,, Maple,2009/05/05 05:00:00+00
5685,19,Good,Ozone 8-hr,4,Maple, Oak,2009/05/04 05:00:00+00
5686,15,Good,PM2.5,,,Not on file,2009/05/03 05:00:00+00
5687,24,Good,Ozone 8-hr,,,Not on file,2009/05/02 05:00:00+00
5688,34,Good,PM2.5,5,Cedar, Maple,2009/05/01 05:00:00+00
5689,33,Good,PM2.5,45,Cedar, Maple,2009/04/30 05:00:00+00
5690,41,Good,PM2.5,67,Cedar, Maple,2009/04/29 05:00:00+00
5691,40,Good,Ozone 8-hr,90,Cedar, Maple,2009/04/28 05:00:00+00
5692,42,Good,Ozone 8-hr,153,Cedar, Maple,2009/04/27 05:00:00+00
5693,47,Good,Ozone 8-hr,,,Not on file,2009/04/26 05:00:00+00
5694,43,Good,Ozone 8-hr,,,Not on file,2009/04/25 05:00:00+00
5695,45,Good,Ozone 8-hr,113,Birch, Mulberry,2009/04/24 05:00:00+00
5696,43,Good,Ozone 8-hr,109,Birch, Mulberry,2009/04/23 05:00:00+00
5697,37,Good,Ozone 8-hr,71,Birch, Mulberry,2009/04/22 05:00:00+00
5698,36,Good,Ozone 8-hr,171,Birch, Maple,2009/04/21 05:00:00+00
5699,33,Good,Ozone 8-hr,80,Birch, Cedar,2009/04/20 05:00:00+00
5700,48,Good,Ozone 8-hr,,,Not on file,2009/04/19 05:00:00+00
5701,49,Good,Ozone 8-hr,,,Not on file,2009/04/18 05:00:00+00
5702,50,Good,PM2.5,196,Cedar, Maple,2009/04/17 05:00:00+00
5703,43,Good,PM2.5,144,Cedar, Maple,2009/04/16 05:00:00+00
5704,24,Good,Ozone 8-hr,65,Cedar, Maple,2009/04/15 05:00:00+00
5705,36,Good,Ozone 8-hr,158,Cedar, Maple,2009/04/14 05:00:00+00
5706,40,Good,Ozone 8-hr,5,Cedar, Maple,2009/04/13 05:00:00+00
5707,42,Good,Ozone 8-hr,,,Not on file,2009/04/12 05:00:00+00
5708,40,Good,PM2.5,,,Not on file,2009/04/11 05:00:00+00
5709,51,Moderate,Ozone 8-hr,6,Cedar, Maple,2009/04/10 05:00:00+00
5710,48,Good,Ozone 8-hr,42,Cedar, Elm,2009/04/09 05:00:00+00
5711,37,Good,Ozone 8-hr,42,Cedar, Elm,2009/04/08 05:00:00+00
5712,27,Good,Ozone 8-hr,23,Cedar, Elm,2009/04/07 05:00:00+00
5713,41,Good,Ozone 8-hr,101,Cedar, Elm,2009/04/06 05:00:00+00
5714,42,Good,Ozone 8-hr,,,Not on file,2009/04/05 05:00:00+00
5715,36,Good,Ozone 8-hr,,,Not on file,2009/04/04 05:00:00+00
5716,31,Good,Ozone 8-hr,5,Cedar, Pine,2009/04/03 05:00:00+00
5717,42,Good,Ozone 8-hr,189,Cedar, Maple,2009/04/02 05:00:00+00
5718,38,Good,Ozone 8-hr,275,Cedar, Maple,2009/04/01 05:00:00+00
5719,35,Good,Ozone 8-hr,18,Cedar, Pine,2009/03/31 05:00:00+00
5720,35,Good,Ozone 8-hr,18,Cedar, Pine,2009/03/31 05:00:00+00
5721,26,Good,Ozone 8-hr,18,Cedar, Pine,2009/03/30 05:00:00+00
5722,31,Good,Ozone 8-hr,,,Not on file,2009/03/29 05:00:00+00
5723,31,Good,Ozone 8-hr,,,Not on file,2009/03/29 05:00:00+00
5724,20,Good,Ozone 8-hr,,,Not on file,2009/03/28 05:00:00+00
